2026 年 2 月分车型 TP重心 (数据桶),品牌,子车型,日期 年/月,燃料类型 (组),燃料类型 (组) 1,车型,车身形式,TP重心,销量,2026 年 2 月分车型 TP重心
1950K,东风风神,风神L7 PHEV,2026年2月,新能源,PHEV 和 REEV,风神L7,SUV,,,
1950K,东风风神,风神L7X,2026年2月,新能源,BEV,风神L7,SUV,,,
1950K,东风风神,风神L8,2026年2月,新能源,PHEV 和 REEV,风神L8,SUV,,,
1950K,东风风行,风行雷霆,2026年2月,新能源,BEV,风行雷霆,SUV,,,
1950K,东风风行,风行雷霆 REEV,2026年2月,新能源,PHEV 和 REEV,风行雷霆,SUV,,,
1950K,风云,风云A8,2026年2月,新能源,PHEV 和 REEV,风云A8,轿车,,,
1950K,风云,风云A8L,2026年2月,新能源,PHEV 和 REEV,风云A8,轿车,,,
1950K,风云,风云A9L,2026年2月,新能源,PHEV 和 REEV,风云A9,轿车,,,
1950K,风云,风云T8,2026年2月,新能源,PHEV 和 REEV,风云T8,SUV,,,
1950K,风云,风云T9,2026年2月,新能源,PHEV 和 REEV,风云T9,SUV,,,
1950K,风云,风云T10,2026年2月,新能源,PHEV 和 REEV,风云T10,SUV,,,
1950K,风云,风云T11,2026年2月,新能源,PHEV 和 REEV,风云T11,SUV,,,
1950K,风云,风云X3,2026年2月,新能源,BEV,风云X3,SUV,,,
1950K,风云,风云X3 PLUS,2026年2月,新能源,BEV,风云X3 PLUS,SUV,,,
